cog,id,keep_flag,mmsi,nav_status,nav_status_text,position_accuracy,raim,received_stations,repeat_indicator,rot,rot_over_range,slot_increment,slot_number,slot_offset,slot_timeout,slots_to_allocate,sog,spare,special_manoeuvre,sync_state,timestamp,true_heading,type,utc,utc_hour,utc_min,utc_spare,x,y
240.8000030517578,1,,431001102,0,Under way using engine,1,True,,0,0.0,False,,1346,,2,,0.10000000149011612,0,0,0,36,34,123,2018-05-11T05:48:36Z,,,,139.75834833333334,35.63661833333333
282.29998779296875,1,,371580000,0,Under way using engine,0,True,220,0,0.0,False,,,,5,,0.0,0,0,0,35,48,123,2018-05-11T05:48:36Z,,,,139.93690333333333,35.673096666666666
299.0,1,,431000425,0,Under way using engine,1,False,,0,0.0,False,,1377,,2,,0.0,0,0,0,36,14,123,2018-05-11T05:48:36Z,,,,139.76068333333333,35.650333333333336
265.5,1,,431000671,0,Under way using engine,1,False,438,0,0.0,False,,,,5,,0.0,0,0,0,37,265,123,2018-05-11T05:48:37Z,,,,139.757255,35.633775
156.1999969482422,1,,431001145,0,Under way using engine,1,True,,0,0.0,False,,1387,,2,,8.199999809265137,0,0,0,37,153,123,2018-05-11T05:48:37Z,,,,139.77357,35.600825
246.6999969482422,1,,431100997,0,Under way using engine,1,True,,0,0.0,False,,1433,,4,,0.10000000149011612,0,0,0,39,276,123,2018-05-11T05:48:38Z,,,,139.75959166666667,35.645021666666665
306.1000061035156,1,,563982000,0,Under way using engine,1,False,,0,-1.1160072088241577,False,,1429,,4,,9.0,0,0,0,40,302,123,2018-05-11T05:48:38Z,,,,139.85794,35.54358833333333
139.60000610351562,3,False,431010484,0,Under way using engine,1,False,,0,720.0032348632812,True,235,,,,0,0.30000001192092896,0,0,0,26,105,123,2018-05-11T05:48:38Z,,,,139.77171666666666,35.64066833333333
309.8999938964844,1,,431006206,0,Under way using engine,1,True,,0,0.0,False,,,2229,0,,0.0,0,0,0,39,179,123,2018-05-11T05:48:38Z,,,,139.759315,35.64519
231.0,1,,431005246,0,Under way using engine,1,False,274,0,0.0,False,,,,7,,0.10000000149011612,0,0,0,39,271,123,2018-05-11T05:48:39Z,,,,139.75851,35.633835
202.8000030517578,1,,431010701,0,Under way using engine,1,True,,0,0.0,False,,,2248,0,,0.0,0,0,0,38,187,123,2018-05-11T05:48:39Z,,,,139.75942333333333,35.646071666666664
182.39999389648438,3,True,431005882,0,Under way using engine,1,False,,0,0.0,False,1666,,,,1,0.0,0,0,0,39,185,123,2018-05-11T05:48:39Z,,,,139.75951666666666,35.64658333333333
129.60000610351562,1,,431005286,0,Under way using engine,1,True,428,0,0.0,False,,,,3,,12.600000381469727,0,0,0,42,131,123,2018-05-11T05:48:41Z,,,,139.81644666666668,35.5672
211.0,1,,431999558,0,Under way using engine,1,True,466,0,0.0,False,,,,3,,8.899999618530273,0,0,0,42,210,123,2018-05-11T05:48:41Z,,,,139.71240833333334,35.406225
132.39999389648438,1,,431001455,0,Under way using engine,1,False,,0,0.0,False,,,,1,,9.5,0,0,0,43,132,123,2018-05-11T05:48:42Z,5,48,0,139.80847833333334,35.56791
136.60000610351562,1,,431100926,5,Moored,1,True,328,0,720.0032348632812,True,,,,3,,9.0,0,0,0,43,46,123,2018-05-11T05:48:42Z,,,,139.79577333333333,35.577661666666664
303.0,1,,431000424,0,Under way using engine,1,False,,0,0.0,False,,,2223,0,,0.0,0,0,0,40,197,123,2018-05-11T05:48:42Z,,,,139.76033333333334,35.649316666666664
133.10000610351562,1,,431010484,0,Under way using engine,1,False,396,0,0.0,False,,,,3,,0.20000000298023224,0,0,0,30,105,123,2018-05-11T05:48:42Z,,,,139.77172,35.64066666666667
230.0,1,,431000377,0,Under way using engine,1,True,289,0,0.0,False,,,,3,,0.0,0,0,0,45,180,123,2018-05-11T05:48:44Z,,,,139.75917166666667,35.64518666666667
213.39999389648438,1,,431501619,0,Under way using engine,0,False,61,0,0.0,False,,,,5,,0.0,0,0,0,44,359,123,2018-05-11T05:48:44Z,,,,139.76045666666667,35.638455
142.10000610351562,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,0,,,,0,0.20000000298023224,0,0,0,32,104,123,2018-05-11T05:48:44Z,,,,139.77172,35.640663333333336
142.10000610351562,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,483,,,,0,0.20000000298023224,0,0,0,32,104,123,2018-05-11T05:48:45Z,,,,139.77172,35.640663333333336
243.0,1,,431001102,0,Under way using engine,1,True,378,0,0.0,False,,,,5,,0.0,0,0,0,46,34,123,2018-05-11T05:48:45Z,,,,139.75835166666667,35.63661833333333
323.20001220703125,1,,431001305,0,Under way using engine,1,True,359,0,0.0,False,,,,3,,0.0,0,0,0,45,146,123,2018-05-11T05:48:45Z,,,,139.79686833333332,35.62379333333333
265.0,1,,431000671,0,Under way using engine,1,False,,0,0.0,False,,,2219,0,,0.0,0,0,0,47,265,123,2018-05-11T05:48:46Z,,,,139.75725666666668,35.63378
211.6999969482422,1,,431401616,0,Under way using engine,0,False,,0,0.0,False,,,2205,0,,0.0,0,0,0,46,182,123,2018-05-11T05:48:46Z,,,,139.76043333333334,35.64471666666667
299.0,1,,431000425,0,Under way using engine,1,False,,0,0.0,False,,1763,,4,,0.0,0,0,0,45,15,123,2018-05-11T05:48:47Z,,,,139.76068333333333,35.650333333333336
305.79998779296875,1,,563982000,0,Under way using engine,1,False,,0,0.0,False,,1785,,6,,9.0,0,0,0,49,302,123,2018-05-11T05:48:47Z,,,,139.85752666666667,35.54383333333333
158.3000030517578,1,,431001145,0,Under way using engine,1,True,,0,0.0,False,,1817,,4,,8.199999809265137,0,0,0,49,154,123,2018-05-11T05:48:48Z,,,,139.773775,35.60044166666667
217.3000030517578,1,,431010701,0,Under way using engine,1,True,369,0,0.0,False,,,,5,,0.0,0,0,0,47,187,123,2018-05-11T05:48:48Z,,,,139.759425,35.646071666666664
249.39999389648438,1,,431100997,0,Under way using engine,1,True,,0,0.0,False,,1824,,2,,0.0,0,0,0,49,277,123,2018-05-11T05:48:48Z,,,,139.75959666666665,35.645021666666665
135.6999969482422,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,239,,,,0,0.10000000149011612,0,0,0,36,102,123,2018-05-11T05:48:48Z,,,,139.77171833333333,35.640665
182.39999389648438,1,,431005882,0,Under way using engine,1,False,,0,0.0,False,,1863,,4,,0.10000000149011612,0,0,0,50,185,123,2018-05-11T05:48:49Z,,,,139.75952166666667,35.646585
314.0,1,,431006206,0,Under way using engine,1,True,,0,0.0,False,,1837,,6,,0.0,0,0,0,49,180,123,2018-05-11T05:48:49Z,,,,139.75931666666668,35.64519166666667
231.0,1,,431005246,0,Under way using engine,1,False,,0,0.0,False,,1847,,4,,0.10000000149011612,0,0,0,48,271,123,2018-05-11T05:48:49Z,,,,139.758505,35.633833333333335
135.6999969482422,1,,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,,1927,,4,,0.10000000149011612,0,0,0,40,101,123,2018-05-11T05:48:51Z,,,,139.77172166666668,35.640665
303.0,1,,431000424,0,Under way using engine,1,False,,0,0.0,False,,1969,,2,,0.0,0,0,0,51,197,123,2018-05-11T05:48:52Z,,,,139.76033333333334,35.649316666666664
134.10000610351562,1,,431001455,0,Under way using engine,1,False,,0,0.0,False,,,2257,0,,9.399999618530273,0,0,0,53,132,123,2018-05-11T05:48:52Z,,,,139.80887,35.56760333333333
214.6999969482422,1,,431501619,0,Under way using engine,0,False,,0,0.0,False,,1992,,4,,0.0,0,0,0,52,359,123,2018-05-11T05:48:53Z,,,,139.76045666666667,35.63845166666667
240.39999389648438,1,,431000377,0,Under way using engine,1,True,,0,0.0,False,,2023,,6,,0.10000000149011612,0,0,0,54,180,123,2018-05-11T05:48:54Z,,,,139.75917166666667,35.64518666666667
24.799999237060547,1,,431101146,15,Not defined,1,False,,0,0.0,False,,2040,,6,,0.10000000149011612,0,0,0,55,30,123,2018-05-11T05:48:54Z,,,,139.758215,35.636745
135.6999969482422,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,546,,,,0,0.10000000149011612,0,0,0,42,99,123,2018-05-11T05:48:54Z,,,,139.77172333333334,35.64066166666667
265.0,1,,431000671,0,Under way using engine,1,False,,0,0.0,False,,,,1,,0.0,0,0,0,56,265,123,2018-05-11T05:48:55Z,5,48,0,139.75725833333334,35.633783333333334
241.10000610351562,1,,431001102,0,Under way using engine,1,True,379,0,0.0,False,,,,3,,0.10000000149011612,0,0,0,56,34,123,2018-05-11T05:48:55Z,,,,139.75835333333333,35.63661833333333
211.6999969482422,1,,431401616,0,Under way using engine,0,False,,0,0.0,False,,2059,,4,,0.10000000149011612,0,0,0,55,182,123,2018-05-11T05:48:55Z,,,,139.76043333333334,35.644733333333335
188.10000610351562,3,False,431007575,5,Moored,1,False,,0,0.0,False,5308,,,,5,0.0,0,0,0,53,203,123,2018-05-11T05:48:55Z,,,,139.79658833333335,35.61593333333333
299.0,1,,431000425,0,Under way using engine,1,False,258,0,0.0,False,,,,5,,0.0,0,0,0,54,14,123,2018-05-11T05:48:56Z,,,,139.76068333333333,35.650333333333336
305.1000061035156,1,,563982000,0,Under way using engine,1,False,,0,1.1160072088241577,False,,2144,,4,,8.899999618530273,0,0,0,59,303,123,2018-05-11T05:48:57Z,,,,139.85711333333333,35.544068333333335
158.1999969482422,1,,431001145,0,Under way using engine,1,True,431,0,0.0,False,,,,3,,8.300000190734863,0,0,0,59,155,123,2018-05-11T05:48:58Z,,,,139.773955,35.60008666666667
252.3000030517578,1,,431100997,0,Under way using engine,1,True,330,0,0.0,False,,,,5,,0.10000000149011612,0,0,0,59,277,123,2018-05-11T05:48:58Z,,,,139.759595,35.64502
182.39999389648438,1,,431005882,0,Under way using engine,1,False,328,0,0.0,False,,,,3,,0.10000000149011612,0,0,0,58,184,123,2018-05-11T05:48:58Z,,,,139.75952333333333,35.646585
315.70001220703125,1,,431006206,0,Under way using engine,1,True,,0,0.0,False,,2170,,6,,0.0,0,0,0,58,180,123,2018-05-11T05:48:58Z,,,,139.75931833333334,35.64519
214.89999389648438,1,,431010701,0,Under way using engine,1,True,369,0,0.0,False,,,,3,,0.0,0,0,0,59,187,123,2018-05-11T05:48:59Z,,,,139.759425,35.64606666666667
231.0,1,,431005246,0,Under way using engine,1,False,,0,0.0,False,,3,,4,,0.10000000149011612,0,0,0,59,271,123,2018-05-11T05:49:00Z,,,,139.758505,35.633833333333335
135.6999969482422,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,0,,,,0,0.10000000149011612,0,0,0,48,98,123,2018-05-11T05:49:00Z,,,,139.77173166666665,35.64066166666667
135.6999969482422,3,False,431010484,0,Under way using engine,1,False,,0,0.0,False,0,,,,0,0.10000000149011612,0,0,0,50,98,123,2018-05-11T05:49:01Z,,,,139.771735,35.64066166666667
303.0,1,,431000424,0,Under way using engine,1,False,,0,0.0,False,,67,,4,,0.0,0,0,0,0,197,123,2018-05-11T05:49:02Z,,,,139.76033333333334,35.649316666666664
222.8000030517578,3,False,354362000,5,Moored,1,False,,0,0.0,False,5342,,,,5,0.10000000149011612,0,0,0,3,343,123,2018-05-11T05:49:02Z,,,,139.76280833333334,35.613056666666665
214.0,1,,431501619,0,Under way using engine,0,False,61,0,0.0,False,,,,7,,0.0,0,0,0,3,359,123,2018-05-11T05:49:03Z,,,,139.76045833333333,35.63844666666667
244.10000610351562,1,,431000377,0,Under way using engine,1,True,,0,0.0,False,,,2218,0,,0.0,0,0,0,5,180,123,2018-05-11T05:49:04Z,,,,139.75917166666667,35.64518833333333
8.0,3,False,431000431,5,Moored,0,False,,0,0.0,False,0,,,,0,0.0,0,0,0,2,204,123,2018-05-11T05:49:04Z,,,,139.76278333333335,35.65215
265.0,1,,431000671,0,Under way using engine,1,False,438,0,0.0,False,,,,5,,0.0,0,0,0,6,265,123,2018-05-11T05:49:05Z,,,,139.75725833333334,35.633783333333334
323.20001220703125,1,,431001305,0,Under way using engine,1,True,360,0,0.0,False,,,,3,,0.0,0,0,0,5,146,123,2018-05-11T05:49:05Z,,,,139.796885,35.623796666666664
232.60000610351562,3,False,477585300,5,Moored,0,True,,0,0.0,False,5278,,,,5,0.0,0,0,0,7,327,123,2018-05-11T05:49:06Z,,,,139.78332666666665,35.605918333333335
244.39999389648438,1,,431001102,0,Under way using engine,1,True,,0,0.0,False,,,,1,,0.0,0,0,0,7,34,123,2018-05-11T05:49:06Z,5,49,0,139.75835166666667,35.63662166666667
211.6999969482422,1,,431401616,0,Under way using engine,0,False,,0,0.0,False,,230,,4,,0.0,0,0,0,6,182,123,2018-05-11T05:49:06Z,,,,139.76043333333334,35.644733333333335
299.0,1,,431000425,0,Under way using engine,1,False,,0,0.0,False,,,2256,0,,0.0,0,0,0,6,14,123,2018-05-11T05:49:07Z,,,,139.76068333333333,35.650333333333336
182.39999389648438,1,,431005882,0,Under way using engine,1,False,,0,0.0,False,,300,,6,,0.10000000149011612,0,0,0,8,183,123,2018-05-11T05:49:08Z,,,,139.75952833333332,35.64658333333333
158.1999969482422,1,,431001145,0,Under way using engine,1,True,,0,0.0,False,,,,1,,8.600000381469727,0,0,0,9,155,123,2018-05-11T05:49:08Z,5,49,0,139.77415333333335,35.59969
255.5,1,,431100997,0,Under way using engine,1,True,,0,0.0,False,,305,,4,,0.20000000298023224,0,0,0,8,276,123,2018-05-11T05:49:08Z,,,,139.759595,35.64502
305.20001220703125,1,,563982000,0,Under way using engine,1,False,,0,0.0,False,,,2214,0,,8.899999618530273,0,0,0,10,303,123,2018-05-11T05:49:08Z,,,,139.85666,35.544335
311.79998779296875,1,,431006206,0,Under way using engine,1,True,,0,0.0,False,,,2257,0,,0.0,0,0,0,9,180,123,2018-05-11T05:49:09Z,,,,139.75931666666668,35.64519
231.0,1,,431005246,0,Under way using engine,1,False,,0,0.0,False,,,2256,0,,0.10000000149011612,0,0,0,9,271,123,2018-05-11T05:49:09Z,,,,139.758505,35.63383
214.0,1,,431010701,0,Under way using engine,1,True,,0,0.0,False,,352,,4,,0.0,0,0,0,8,187,123,2018-05-11T05:49:09Z,,,,139.759425,35.646073333333334
120.69999694824219,3,False,431010484,0,Under way using engine,1,False,,0,720.0032348632812,True,296,,,,0,0.30000001192092896,0,0,0,0,99,123,2018-05-11T05:49:11Z,,,,139.77175,35.64064666666667
120.69999694824219,3,False,431010484,0,Under way using engine,1,False,,0,720.0032348632812,True,126,,,,0,0.30000001192092896,0,0,0,58,99,123,2018-05-11T05:49:11Z,,,,139.771745,35.64065
303.0,1,,431000424,0,Under way using engine,1,False,,0,0.0,False,,,,1,,0.0,0,0,0,11,197,123,2018-05-11T05:49:12Z,5,49,0,139.76033333333334,35.649316666666664
30.600000381469727,3,True,351566000,0,Under way using engine,1,True,,0,-720.0032348632812,True,249,,,,0,12.699999809265137,0,0,0,12,21,123,2018-05-11T05:49:12Z,,,,139.87048,35.49503833333333
323.20001220703125,1,,431001305,0,Under way using engine,1,True,,0,0.0,False,,,2192,0,,0.0,0,0,0,15,146,123,2018-05-11T05:49:14Z,,,,139.79689833333333,35.623796666666664
211.6999969482422,1,,431401616,0,Under way using engine,0,False,,0,0.0,False,,,2312,0,,0.0,0,0,0,14,182,123,2018-05-11T05:49:14Z,,,,139.76043333333334,35.644733333333335
245.60000610351562,1,,431000377,0,Under way using engine,1,True,,0,0.0,False,,,2260,0,,0.0,0,0,0,15,180,123,2018-05-11T05:49:14Z,,,,139.75917333333334,35.64519
214.8000030517578,1,,431501619,0,Under way using engine,0,False,,0,0.0,False,,522,,2,,0.0,0,0,0,13,359,123,2018-05-11T05:49:14Z,,,,139.76046166666666,35.63843833333333
115.9000015258789,3,False,431010484,0,Under way using engine,1,False,,0,720.0032348632812,True,512,,,,0,0.4000000059604645,0,0,0,2,100,123,2018-05-11T05:49:14Z,,,,139.77175666666668,35.640645
282.29998779296875,1,,371580000,0,Under way using engine,0,True,,0,0.0,False,,566,,2,,0.0,0,0,0,16,48,123,2018-05-11T05:49:15Z,,,,139.93690166666667,35.673096666666666
24.799999237060547,1,,431101146,15,Not defined,1,False,313,0,0.0,False,,,,5,,0.0,0,0,0,16,31,123,2018-05-11T05:49:15Z,,,,139.758225,35.63674666666667
158.6999969482422,1,,431001145,0,Under way using engine,1,True,432,0,-720.0032348632812,True,,,,3,,8.600000381469727,0,0,0,17,154,123,2018-05-11T05:49:16Z,,,,139.77429666666666,35.59939333333333
305.20001220703125,1,,563982000,0,Under way using engine,1,False,368,0,0.0,False,,,,3,,8.899999618530273,0,0,0,18,303,123,2018-05-11T05:49:16Z,,,,139.85632833333332,35.54452666666667
299.0,1,,431000425,0,Under way using engine,1,False,257,0,0.0,False,,,,5,,0.0,0,0,0,14,14,123,2018-05-11T05:49:16Z,,,,139.76068333333333,35.650333333333336
265.0,1,,431000671,0,Under way using engine,1,False,,0,0.0,False,,630,,6,,0.0,0,0,0,17,265,123,2018-05-11T05:49:17Z,,,,139.75726,35.633786666666666
242.1999969482422,1,,431001102,0,Under way using engine,1,True,,0,0.0,False,,637,,6,,0.10000000149011612,0,0,0,17,34,123,2018-05-11T05:49:17Z,,,,139.75835333333333,35.63662
119.5,1,,431000663,15,Not defined,1,True,,0,-731.386474609375,True,,,2187,0,,8.300000190734863,0,0,0,18,511,123,2018-05-11T05:49:17Z,,,,139.80528833333332,35.56558166666667
253.3000030517578,1,,431100997,0,Under way using engine,1,True,,0,0.0,False,,695,,2,,0.10000000149011612,0,0,0,19,276,123,2018-05-11T05:49:18Z,,,,139.75959833333334,35.64502
0.0,3,False,370014000,5,Moored,0,True,,0,0.0,False,0,,,,0,0.0,0,0,0,16,358,123,2018-05-11T05:49:18Z,,,,139.75988666666666,35.619978333333336
198.6999969482422,3,True,431010701,0,Under way using engine,1,True,,0,0.0,False,1178,,,,1,0.0,0,0,0,18,187,123,2018-05-11T05:49:18Z,,,,139.759425,35.64606666666667
182.39999389648438,1,,431005882,0,Under way using engine,1,False,,0,0.0,False,,,2255,0,,0.10000000149011612,0,0,0,20,183,123,2018-05-11T05:49:18Z,,,,139.75952833333332,35.64658166666667
310.70001220703125,1,,431006206,0,Under way using engine,1,True,,0,0.0,False,,700,,4,,0.0,0,0,0,19,179,123,2018-05-11T05:49:18Z,,,,139.75931666666668,35.64518666666667
28.5,3,False,351566000,0,Under way using engine,1,True,,0,-720.0032348632812,True,239,,,,0,12.5,0,0,0,19,18,123,2018-05-11T05:49:18Z,,,,139.87069833333334,35.495335
231.0,1,,431005246,0,Under way using engine,1,False,,0,0.0,False,,,,1,,0.0,0,0,0,20,271,123,2018-05-11T05:49:21Z,5,49,0,139.75850166666666,35.63383
303.0,1,,431000424,0,Under way using engine,1,False,,0,0.0,False,,,,1,,0.0,0,0,0,19,197,123,2018-05-11T05:49:21Z,5,49,0,139.76033333333334,35.649316666666664
208.10000610351562,3,False,431100871,1,At anchor,1,False,,0,0.0,False,0,,,,0,0.0,0,0,0,21,321,123,2018-05-11T05:49:22Z,,,,139.86555,35.59271666666667
117.0999984741211,1,,431010484,0,Under way using engine,1,False,,0,0.0,False,,820,,6,,0.5,0,0,0,10,100,123,2018-05-11T05:49:22Z,,,,139.77178166666667,35.640636666666666
217.0,1,,431501619,0,Under way using engine,0,False,,0,0.0,False,,885,,2,,0.0,0,0,0,22,359,123,2018-05-11T05:49:23Z,,,,139.760465,35.638443333333335
112.4000015258789,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,16,,,,0,0.5,0,0,0,12,100,123,2018-05-11T05:49:23Z,,,,139.77178666666666,35.640636666666666
323.20001220703125,1,,431001305,0,Under way using engine,1,True,,0,0.0,False,,,,1,,0.0,0,0,0,24,146,123,2018-05-11T05:49:23Z,5,49,0,139.79691166666666,35.62379833333333
107.5,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,523,,,,0,0.4000000059604645,0,0,0,12,99,123,2018-05-11T05:49:24Z,,,,139.77178666666666,35.640636666666666
107.5,3,False,431010484,0,Under way using engine,1,False,,0,-720.0032348632812,True,0,,,,0,0.4000000059604645,0,0,0,12,99,123,2018-05-11T05:49:24Z,,,,139.77178666666666,35.640636666666666
242.1999969482422,1,,431000377,0,Under way using engine,1,True,,0,0.0,False,,,,1,,0.0,0,0,0,25,180,123,2018-05-11T05:49:25Z,5,49,0,139.75916833333332,35.64518833333333
